MapGuide DBXML,application/vnd.osgeo.mapguide.package,.mgp,IANA: MapGuide DBXML,application,.mgp
MARC Formats,application/marc,.mrc,RFC 2220,application,.mrc
MARC21 XML Schema,application/marcxml+xml,.mrcx,RFC 6207,application,.mrcx
Material Exchange Format,application/mxf,.mxf,RFC 4539,application,.mxf
Mathematica Notebook Player,application/vnd.wolfram.player,.nbp,IANA: Mathematica Notebook Player,application,.nbp
Mathematica Notebooks,application/mathematica,.ma,IANA - Mathematica,application,.ma
Mathematical Markup Language,application/mathml+xml,.mathml,W3C Math Home,application,.mathml
Mbox database files,application/mbox,.mbox,RFC 4155,application,.mbox
MedCalc,application/vnd.medcalcdata,.mc1,IANA: MedCalc,application,.mc1
Media Server Control Markup Language,application/mediaservercontrol+xml,.mscml,RFC 5022,application,.mscml
MediaRemote,application/vnd.mediastation.cdkey,.cdkey,IANA: MediaRemote,application,.cdkey
Medical Waveform Encoding Format,application/vnd.mfer,.mwf,IANA: Medical Waveform Encoding Format,application,.mwf
Melody Format for Mobile Platform,application/vnd.mfmp,.mfm,IANA: Melody Format for Mobile Platform,application,.mfm
Mesh Data Type,model/mesh,.msh,RFC 2077,model,.msh
Metadata Authority Description Schema,application/mads+xml,.mads,RFC 6207,application,.mads
Metadata Encoding and Transmission Standard,application/mets+xml,.mets,RFC 6207,application,.mets
Metadata Object Description Schema,application/mods+xml,.mods,RFC 6207,application,.mods
Metalink,application/metalink4+xml,.meta4,Wikipedia: Metalink,application,.meta4
Micro CADAM Helix D&D,application/vnd.mcd,.mcd,IANA: Micro CADAM Helix D&D,application,.mcd
Micrografx,application/vnd.micrografx.flo,.flo,IANA: Micrografx,application,.flo
Micrografx iGrafx Professional,application/vnd.micrografx.igx,.igx,IANA: Micrografx,application,.igx
MICROSEC e-Szign¢,application/vnd.eszigno3+xml,.es3,IANA: MICROSEC e-Szign¢,application,.es3
Microsoft Access,application/x-msaccess,.mdb,Wikipedia: Microsoft Access,application,.mdb
Microsoft Advanced Systems Format (ASF),video/x-ms-asf,.asf,Wikipedia: Advanced Systems Format (ASF),video,.asf
Microsoft Application,application/x-msdownload,.exe,Wikipedia: EXE,application,.exe
Microsoft Artgalry,application/vnd.ms-artgalry,.cil,IANA: MS Artgalry,application,.cil
Microsoft Cabinet File,application/vnd.ms-cab-compressed,.cab,IANA: MS Cabinet File,application,.cab
Microsoft Class Server,application/vnd.ms-ims,.ims,IANA: MS Class Server,application,.ims
Microsoft ClickOnce,application/x-ms-application,.application,Wikipedia: ClickOnce,application,.application
Microsoft Clipboard Clip,application/x-msclip,.clp,Wikipedia: Clipboard,application,.clp
Microsoft Document Imaging Format,image/vnd.ms-modi,.mdi,Wikipedia: Microsoft Document Image Format,image,.mdi
Microsoft Embedded OpenType,application/vnd.ms-fontobject,.eot,IANA: MS Embedded OpenType,application,.eot
Microsoft Excel,application/vnd.ms-excel,.xls,IANA: MS Excel,application,.xls
Microsoft Excel - Add-In File,application/vnd.ms-excel.addin.macroenabled.12,.xlam,IANA: MS Excel,application,.xlam
Microsoft Excel - Binary Workbook,application/vnd.ms-excel.sheet.binary.macroenabled.12,.xlsb,IANA: MS Excel,application,.xlsb
Microsoft Excel - Macro-Enabled Template File,application/vnd.ms-excel.template.macroenabled.12,.xltm,IANA: MS Excel,application,.xltm
Microsoft Excel - Macro-Enabled Workbook,application/vnd.ms-excel.sheet.macroenabled.12,.xlsm,IANA: MS Excel,application,.xlsm
Microsoft Html Help File,application/vnd.ms-htmlhelp,.chm,IANA:MS Html Help File,application,.chm
Microsoft Information Card,application/x-mscardfile,.crd,Wikipedia: Information Card,application,.crd
Microsoft Learning Resource Module,application/vnd.ms-lrm,.lrm,IANA: MS Learning Resource Module,application,.lrm
Microsoft MediaView,application/x-msmediaview,.mvb,Windows Help,application,.mvb
Microsoft Money,application/x-msmoney,.mny,Wikipedia: Microsoft Money,application,.mny
Microsoft Office - OOXML - Presentation,application/vnd.openxmlformats-officedocument.presentationml.presentation,.pptx,IANA: OOXML - Presentation,application,.pptx
Microsoft Office - OOXML - Presentation (Slide),application/vnd.openxmlformats-officedocument.presentationml.slide,.sldx,IANA: OOXML - Presentation,application,.sldx
Microsoft Office - OOXML - Presentation (Slideshow),application/vnd.openxmlformats-officedocument.presentationml.slideshow,.ppsx,IANA: OOXML - Presentation,application,.ppsx
Microsoft Office - OOXML - Presentation Template,application/vnd.openxmlformats-officedocument.presentationml.template,.potx,IANA: OOXML - Presentation Template,application,.potx
Microsoft Office - OOXML - Spreadsheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,.xlsx,IANA: OOXML - Spreadsheet,application,.xlsx
Microsoft Office - OOXML - Spreadsheet Template,application/vnd.openxmlformats-officedocument.spreadsheetml.template,.xltx,IANA: OOXML - Spreadsheet Template,application,.xltx
Microsoft Office - OOXML - Word Document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,.docx,IANA: OOXML - Word Document,application,.docx
Microsoft Office - OOXML - Word Document Template,application/vnd.openxmlformats-officedocument.wordprocessingml.template,.dotx,IANA: OOXML - Word Document Template,application,.dotx
Microsoft Office Binder,application/x-msbinder,.obd,Wikipedia: Microsoft Shared Tools,application,.obd
Microsoft Office System Release Theme,application/vnd.ms-officetheme,.thmx,IANA: MS Office System Release Theme,application,.thmx
Microsoft OneNote,application/onenote,.onetoc,MS OneNote 2010,application,.onetoc
Microsoft PlayReady Ecosystem,audio/vnd.ms-playready.media.pya,.pya,IANA: Microsoft PlayReady Ecosystem,audio,.pya
Microsoft PlayReady Ecosystem Video,video/vnd.ms-playready.media.pyv,.pyv,IANA: Microsoft PlayReady Ecosystem,video,.pyv
Microsoft PowerPoint,application/vnd.ms-powerpoint,.ppt,IANA: MS PowerPoint,application,.ppt
Microsoft PowerPoint - Add-in file,application/vnd.ms-powerpoint.addin.macroenabled.12,.ppam,IANA: MS PowerPoint,application,.ppam
Microsoft PowerPoint - Macro-Enabled Open XML Slide,application/vnd.ms-powerpoint.slide.macroenabled.12,.sldm,IANA: MS PowerPoint,application,.sldm
Microsoft PowerPoint - Macro-Enabled Presentation File,application/vnd.ms-powerpoint.presentation.macroenabled.12,.pptm,IANA: MS PowerPoint,application,.pptm
Microsoft PowerPoint - Macro-Enabled Slide Show File,application/vnd.ms-powerpoint.slideshow.macroenabled.12,.ppsm,IANA: MS PowerPoint,application,.ppsm
Microsoft PowerPoint - Macro-Enabled Template File,application/vnd.ms-powerpoint.template.macroenabled.12,.potm,IANA: MS PowerPoint,application,.potm
Microsoft Project,application/vnd.ms-project,.mpp,IANA: MS PowerPoint,application,.mpp
Microsoft Publisher,application/x-mspublisher,.pub,Wikipedia: Microsoft Publisher,application,.pub
Microsoft Schedule+,application/x-msschedule,.scd,Wikipedia: Microsoft Schedule Plus,application,.scd
Microsoft Silverlight,application/x-silverlight-app,.xap,Wikipedia: Silverlight,application,.xap
Microsoft Trust UI Provider - Certificate Trust Link,application/vnd.ms-pki.stl,.stl,IANA: MS Trust UI Provider,application,.stl
Microsoft Trust UI Provider - Security Catalog,application/vnd.ms-pki.seccat,.cat,IANA: MS Trust UI Provider,application,.cat
Microsoft Visio,application/vnd.visio,.vsd,IANA: Visio,application,.vsd
Microsoft Visio 2013,application/vnd.visio2013,.vsdx,IANA: Visio,application,.vsdx
Microsoft Windows Media,video/x-ms-wm,.wm,Wikipedia: Advanced Systems Format (ASF),video,.wm
Microsoft Windows Media Audio,audio/x-ms-wma,.wma,Wikipedia: Windows Media Audio,audio,.wma
Microsoft Windows Media Audio Redirector,audio/x-ms-wax,.wax,Windows Media Metafiles,audio,.wax
Microsoft Windows Media Audio/Video Playlist,video/x-ms-wmx,.wmx,Wikipedia: Advanced Systems Format (ASF),video,.wmx
Microsoft Windows Media Player Download Package,application/x-ms-wmd,.wmd,Wikipedia: Windows Media Player,application,.wmd
Microsoft Windows Media Player Playlist,application/vnd.ms-wpl,.wpl,IANA: MS Windows Media Player Playlist,application,.wpl
Microsoft Windows Media Player Skin Package,application/x-ms-wmz,.wmz,Wikipedia: Windows Media Player,application,.wmz
Microsoft Windows Media Video,video/x-ms-wmv,.wmv,Wikipedia: Advanced Systems Format (ASF),video,.wmv
Microsoft Windows Media Video Playlist,video/x-ms-wvx,.wvx,Wikipedia: Advanced Systems Format (ASF),video,.wvx
Microsoft Windows Metafile,application/x-msmetafile,.wmf,Wikipedia: Windows Metafile,application,.wmf
Microsoft Windows Terminal Services,application/x-msterminal,.trm,Wikipedia: Terminal Server,application,.trm
Microsoft Word,application/msword,.doc,Wikipedia: Microsoft Word,application,.doc
Microsoft Word - Macro-Enabled Document,application/vnd.ms-word.document.macroenabled.12,.docm,IANA: MS Word,application,.docm
Microsoft Word - Macro-Enabled Template,application/vnd.ms-word.template.macroenabled.12,.dotm,IANA: MS Word,application,.dotm
Microsoft Wordpad,application/x-mswrite,.wri,Wikipedia: Wordpad,application,.wri
Microsoft Works,application/vnd.ms-works,.wps,IANA: MS Works,application,.wps
Microsoft XAML Browser Application,application/x-ms-xbap,.xbap,Wikipedia: XAML Browser,application,.xbap
Microsoft XML Paper Specification,application/vnd.ms-xpsdocument,.xps,IANA: MS XML Paper Specification,application,.xps
MIDI - Musical Instrument Digital Interface,audio/midi,.mid,Wikipedia: MIDI,audio,.mid
MiniPay,application/vnd.ibm.minipay,.mpy,IANA: MiniPay,application,.mpy
MO:DCA-P,application/vnd.ibm.modcap,.afp,IANA: MO:DCA-P,application,.afp
Mobile Information Device Profile,application/vnd.jcp.javame.midlet-rms,.rms,IANA: Mobile Information Device Profile,application,.rms
MobileTV,application/vnd.tmobile-livetv,.tmo,IANA: MobileTV,application,.tmo
Mobipocket,application/x-mobipocket-ebook,.prc,Wikipedia: Mobipocket,application,.prc
Mobius Management Systems - Basket file,application/vnd.mobius.mbk,.mbk,IANA: Mobius Management Systems,application,.mbk
Mobius Management Systems - Distribution Database,application/vnd.mobius.dis,.dis,IANA: Mobius Management Systems,application,.dis
Mobius Management Systems - Policy Definition Language File,application/vnd.mobius.plc,.plc,IANA: Mobius Management Systems,application,.plc
Mobius Management Systems - Query File,application/vnd.mobius.mqy,.mqy,IANA: Mobius Management Systems,application,.mqy
Mobius Management Systems - Script Language,application/vnd.mobius.msl,.msl,IANA: Mobius Management Systems,application,.msl
Mobius Management Systems - Topic Index File,application/vnd.mobius.txf,.txf,IANA: Mobius Management Systems,application,.txf
Mobius Management Systems - UniversalArchive,application/vnd.mobius.daf,.daf,IANA: Mobius Management Systems,application,.daf
mod_fly / fly.cgi,text/vnd.fly,.fly,IANA: Fly,text,.fly
Mophun Certificate,application/vnd.mophun.certificate,.mpc,IANA: Mophun Certificate,application,.mpc
Mophun VM,application/vnd.mophun.application,.mpn,IANA: Mophun VM,application,.mpn
Motion JPEG 2000,video/mj2,.mj2,IANA: MJ2,video,.mj2
MPEG Audio,audio/mpeg,.mpga,Wikipedia: MPGA,audio,.mpga
MPEG Url,video/vnd.mpegurl,.mxu,IANA: MPEG Url,video,.mxu
MPEG Video,video/mpeg,.mpeg,Wikipedia: MPEG,video,.mpeg
MPEG-21,application/mp21,.m21,Wikipedia: MPEG-21,application,.m21
MPEG-4 Audio,audio/mp4,.mp4a,Wikipedia: MP4A,audio,.mp4a
MPEG-4 Video,video/mp4,.mp4,Wikipedia: MP4,video,.mp4
MPEG4,application/mp4,.mp4,RFC 4337,application,.mp4
Multimedia Playlist Unicode,application/vnd.apple.mpegurl,.m3u8,Wikipedia: M3U,application,.m3u8
MUsical Score Interpreted Code Invented for the ASCII designation of Notation,application/vnd.musician,.mus,IANA: MUSICIAN,application,.mus
Muvee Automatic Video Editing,application/vnd.muvee.style,.msty,IANA: Muvee,application,.msty
MXML,application/xv+xml,.mxml,Wikipedia: MXML,application,.mxml
N-Gage Game Data,application/vnd.nokia.n-gage.data,.ngdat,IANA: N-Gage Game Data,application,.ngdat
N-Gage Game Installer,application/vnd.nokia.n-gage.symbian.install,.n-gage,IANA: N-Gage Game Installer,application,.n-gage
Navigation Control file for XML (for ePub),application/x-dtbncx+xml,.ncx,Wikipedia: EPUB,application,.ncx
Network Common Data Form (NetCDF),application/x-netcdf,.nc,Wikipedia: NetCDF,application,.nc
neuroLanguage,application/vnd.neurolanguage.nlu,.nlu,IANA: neuroLanguage,application,.nlu
New Moon Liftoff/DNA,application/vnd.dna,.dna,IANA: New Moon Liftoff/DNA,application,.dna
NobleNet Directory,application/vnd.noblenet-directory,.nnd,IANA: NobleNet Directory,application,.nnd
NobleNet Sealer,application/vnd.noblenet-sealer,.nns,IANA: NobleNet Sealer,application,.nns
NobleNet Web,application/vnd.noblenet-web,.nnw,IANA: NobleNet Web,application,.nnw
Nokia Radio Application - Preset,application/vnd.nokia.radio-preset,.rpst,IANA: Nokia Radio Application,application,.rpst
Nokia Radio Application - Preset,application/vnd.nokia.radio-presets,.rpss,IANA: Nokia Radio Application,application,.rpss
Notation3,text/n3,.n3,Wikipedia: Notation3,text,.n3
Novadigm's RADIA and EDM products,application/vnd.novadigm.edm,.edm,IANA: Novadigm's RADIA and EDM products,application,.edm
Novadigm's RADIA and EDM products,application/vnd.novadigm.edx,.edx,IANA: Novadigm's RADIA and EDM products,application,.edx
Novadigm's RADIA and EDM products,application/vnd.novadigm.ext,.ext,IANA: Novadigm's RADIA and EDM products,application,.ext
NpGraphIt,application/vnd.flographit,.gph,IANA: FloGraphIt,application,.gph
Nuera ECELP 4800,audio/vnd.nuera.ecelp4800,.ecelp4800,IANA: ECELP 4800,audio,.ecelp4800
Nuera ECELP 7470,audio/vnd.nuera.ecelp7470,.ecelp7470,IANA: ECELP 7470,audio,.ecelp7470
Nuera ECELP 9600,audio/vnd.nuera.ecelp9600,.ecelp9600,IANA: ECELP 9600,audio,.ecelp9600
Office Document Architecture,application/oda,.oda,RFC 2161,application,.oda
Ogg,application/ogg,.ogx,Wikipedia: Ogg,application,.ogx
Ogg Audio,audio/ogg,.oga,Wikipedia: Ogg,audio,.oga
Ogg Video,video/ogg,.ogv,Wikipedia: Ogg,video,.ogv
OMA Download Agents,application/vnd.oma.dd2+xml,.dd2,IANA: OMA Download Agents,application,.dd2
Open Document Text Web,application/vnd.oasis.opendocument.text-web,.oth,IANA: OpenDocument Text Web,application,.oth
Open eBook Publication Structure,application/oebps-package+xml,.opf,Wikipedia: Open eBook,application,.opf
Open Financial Exchange,application/vnd.intu.qbo,.qbo,IANA: Open Financial Exchange,application,.qbo
Open Office Extension,application/vnd.openofficeorg.extension,.oxt,IANA: Open Office Extension,application,.oxt
Open Score Format,application/vnd.yamaha.openscoreformat,.osf,IANA: Open Score Format,application,.osf
Open Web Media Project - Audio,audio/webm,.weba,WebM Project,audio,.weba
Open Web Media Project - Video,video/webm,.webm,WebM Project,video,.webm
OpenDocument Chart,application/vnd.oasis.opendocument.chart,.odc,IANA: OpenDocument Chart,application,.odc
OpenDocument Chart Template,application/vnd.oasis.opendocument.chart-template,.otc,IANA: OpenDocument Chart Template,application,.otc
OpenDocument Database,application/vnd.oasis.opendocument.database,.odb,IANA: OpenDocument Database,application,.odb
OpenDocument Formula,application/vnd.oasis.opendocument.formula,.odf,IANA: OpenDocument Formula,application,.odf
OpenDocument Formula Template,application/vnd.oasis.opendocument.formula-template,.odft,IANA: OpenDocument Formula Template,application,.odft
OpenDocument Graphics,application/vnd.oasis.opendocument.graphics,.odg,IANA: OpenDocument Graphics,application,.odg
OpenDocument Graphics Template,application/vnd.oasis.opendocument.graphics-template,.otg,IANA: OpenDocument Graphics Template,application,.otg
OpenDocument Image,application/vnd.oasis.opendocument.image,.odi,IANA: OpenDocument Image,application,.odi
OpenDocument Image Template,application/vnd.oasis.opendocument.image-template,.oti,IANA: OpenDocument Image Template,application,.oti
OpenDocument Presentation,application/vnd.oasis.opendocument.presentation,.odp,IANA: OpenDocument Presentation,application,.odp
OpenDocument Presentation Template,application/vnd.oasis.opendocument.presentation-template,.otp,IANA: OpenDocument Presentation Template,application,.otp
OpenDocument Spreadsheet,application/vnd.oasis.opendocument.spreadsheet,.ods,IANA: OpenDocument Spreadsheet,application,.ods
OpenDocument Spreadsheet Template,application/vnd.oasis.opendocument.spreadsheet-template,.ots,IANA: OpenDocument Spreadsheet Template,application,.ots
OpenDocument Text,application/vnd.oasis.opendocument.text,.odt,IANA: OpenDocument Text,application,.odt
OpenDocument Text Master,application/vnd.oasis.opendocument.text-master,.odm,IANA: OpenDocument Text Master,application,.odm
OpenDocument Text Template,application/vnd.oasis.opendocument.text-template,.ott,IANA: OpenDocument Text Template,application,.ott
OpenGL Textures (KTX),image/ktx,.ktx,KTX File Format,image,.ktx
OpenOffice - Calc (Spreadsheet),application/vnd.sun.xml.calc,.sxc,Wikipedia: OpenOffice,application,.sxc
OpenOffice - Calc Template (Spreadsheet),application/vnd.sun.xml.calc.template,.stc,Wikipedia: OpenOffice,application,.stc
OpenOffice - Draw (Graphics),application/vnd.sun.xml.draw,.sxd,Wikipedia: OpenOffice,application,.sxd
OpenOffice - Draw Template (Graphics),application/vnd.sun.xml.draw.template,.std,Wikipedia: OpenOffice,application,.std
OpenOffice - Impress (Presentation),application/vnd.sun.xml.impress,.sxi,Wikipedia: OpenOffice,application,.sxi
OpenOffice - Impress Template (Presentation),application/vnd.sun.xml.impress.template,.sti,Wikipedia: OpenOffice,application,.sti
OpenOffice - Math (Formula),application/vnd.sun.xml.math,.sxm,Wikipedia: OpenOffice,application,.sxm
OpenOffice - Writer (Text - HTML),application/vnd.sun.xml.writer,.sxw,Wikipedia: OpenOffice,application,.sxw
OpenOffice - Writer (Text - HTML),application/vnd.sun.xml.writer.global,.sxg,Wikipedia: OpenOffice,application,.sxg
OpenOffice - Writer Template (Text - HTML),application/vnd.sun.xml.writer.template,.stw,Wikipedia: OpenOffice,application,.stw
OpenType Font File,application/x-font-otf,.otf,OpenType Font File,application,.otf
OSFPVG,application/vnd.yamaha.openscoreformat.osfpvg+xml,.osfpvg,IANA: OSFPVG,application,.osfpvg
OSGi Deployment Package,application/vnd.osgi.dp,.dp,IANA: OSGi Deployment Package,application,.dp
PalmOS Data,application/vnd.palm,.pdb,IANA: PalmOS Data,application,.pdb
Pascal Source File,text/x-pascal,.p,Wikipedia: Pascal,text,.p
PawaaFILE,application/vnd.pawaafile,.paw,IANA: PawaaFILE,application,.paw
PCL 6 Enhanced (Formely PCL XL),application/vnd.hp-pclxl,.pclxl,IANA: HP PCL XL,application,.pclxl
Pcsel eFIF File,application/vnd.picsel,.efif,IANA: Picsel eFIF File,application,.efif
PCX Image,image/x-pcx,.pcx,Wikipedia: PCX,image,.pcx
Photoshop Document,image/vnd.adobe.photoshop,.psd,Wikipedia: Photoshop Document,image,.psd
PICSRules,application/pics-rules,.prf,W3C PICSRules,application,.prf
PICT Image,image/x-pict,.pic,Wikipedia: PICT,image,.pic
pIRCh,application/x-chat,.chat,Wikipedia: pIRCh,application,.chat
PKCS #10 - Certification Request Standard,application/pkcs10,.p10,RFC 2986,application,.p10
PKCS #12 - Personal Information Exchange Syntax Standard,application/x-pkcs12,.p12,RFC 2986,application,.p12
PKCS #7 - Cryptographic Message Syntax Standard,application/pkcs7-mime,.p7m,RFC 2315,application,.p7m
PKCS #7 - Cryptographic Message Syntax Standard,application/pkcs7-signature,.p7s,RFC 2315,application,.p7s
PKCS #7 - Cryptographic Message Syntax Standard (Certificate Request Response),application/x-pkcs7-certreqresp,.p7r,RFC 2986,application,.p7r
PKCS #7 - Cryptographic Message Syntax Standard (Certificates),application/x-pkcs7-certificates,.p7b,RFC 2986,application,.p7b
PKCS #8 - Private-Key Information Syntax Standard,application/pkcs8,.p8,RFC 5208,application,.p8
PocketLearn Viewers,application/vnd.pocketlearn,.plf,IANA: PocketLearn Viewers,application,.plf
Portable Anymap Image,image/x-portable-anymap,.pnm,Wikipedia: Netpbm Format,image,.pnm
Portable Bitmap Format,image/x-portable-bitmap,.pbm,Wikipedia: Netpbm Format,image,.pbm
Portable Compiled Format,application/x-font-pcf,.pcf,Wikipedia: Portable Compiled Format,application,.pcf
Portable Font Resource,application/font-tdpfr,.pfr,RFC 3073,application,.pfr
Portable Game Notation (Chess Games),application/x-chess-pgn,.pgn,Wikipedia: Portable Game Notationb,application,.pgn
Portable Graymap Format,image/x-portable-graymap,.pgm,Wikipedia: Netpbm Format,image,.pgm
Portable Network Graphics (PNG),image/png,.png,RFC 2083,image,.png
Portable Network Graphics (PNG) (Citrix client),image/x-citrix-png,.png,RFC 2083,image,.png
Portable Network Graphics (PNG) (x-token),image/x-png,.png,RFC 2083,image,.png
Portable Pixmap Format,image/x-portable-pixmap,.ppm,Wikipedia: Netpbm Format,image,.ppm
Portable Symmetric Key Container,application/pskc+xml,.pskcxml,RFC 6030,application,.pskcxml
PosML,application/vnd.ctc-posml,.pml,IANA: PosML,application,.pml
PostScript,application/postscript,.ai,Wikipedia: PostScript,application,.ai
PostScript Fonts,application/x-font-type1,.pfa,Wikipedia: PostScript Fonts,application,.pfa
PowerBuilder,application/vnd.powerbuilder6,.pbd,IANA: PowerBuilder,application,.pbd
Pretty Good Privacy,application/pgp-encrypted,.pgp,RFC 2015,application,.pgp
Pretty Good Privacy - Signature,application/pgp-signature,.pgp,RFC 2015,application,.pgp
Preview Systems ZipLock/VBox,application/vnd.previewsystems.box,.box,IANA: Preview Systems ZipLock/Vbox,application,.box
Princeton Video Image,application/vnd.pvi.ptid1,.ptid,IANA: Princeton Video Image,application,.ptid
Pronunciation Lexicon Specification,application/pls+xml,.pls,RFC 4267,application,.pls
Proprietary P&G Standard Reporting System,application/vnd.pg.format,.str,IANA: Proprietary P&G Standard Reporting System,application,.str
Proprietary P&G Standard Reporting System,application/vnd.pg.osasli,.ei6,IANA: Proprietary P&G Standard Reporting System,application,.ei6
PRS Lines Tag,text/prs.lines.tag,.dsc,IANA: PRS Lines Tag,text,.dsc
PSF Fonts,application/x-font-linux-psf,.psf,PSF Fonts,application,.psf
PubliShare Objects,application/vnd.publishare-delta-tree,.qps,IANA: PubliShare Objects,application,.qps
Qualcomm's Plaza Mobile Internet,application/vnd.pmi.widget,.wg,IANA: Qualcomm's Plaza Mobile Internet,application,.wg
QuarkXpress,application/vnd.quark.quarkxpress,.qxd,IANA: QuarkXPress,application,.qxd
QUASS Stream Player,application/vnd.epson.esf,.esf,IANA: QUASS Stream Player,application,.esf
QUASS Stream Player,application/vnd.epson.msf,.msf,IANA: QUASS Stream Player,application,.msf
QUASS Stream Player,application/vnd.epson.ssf,.ssf,IANA: QUASS Stream Player,application,.ssf
QuickAnime Player,application/vnd.epson.quickanime,.qam,IANA: QuickAnime Player,application,.qam
Quicken,application/vnd.intu.qfx,.qfx,IANA: Quicken,application,.qfx
Quicktime Video,video/quicktime,.qt,Wikipedia: Quicktime,video,.qt
RAR Archive,application/x-rar-compressed,.rar,Wikipedia: RAR,application,.rar
Real Audio Sound,audio/x-pn-realaudio,.ram,Wikipedia: RealPlayer,audio,.ram
Real Audio Sound,audio/x-pn-realaudio-plugin,.rmp,Wikipedia: RealPlayer,audio,.rmp
Really Simple Discovery,application/rsd+xml,.rsd,Wikipedia: Really Simple Discovery,application,.rsd
RealMedia,application/vnd.rn-realmedia,.rm, ,application,.rm
RealVNC,application/vnd.realvnc.bed,.bed,IANA: RealVNC,application,.bed
Recordare Applications,application/vnd.recordare.musicxml,.mxl,IANA: Recordare Apps,application,.mxl
Recordare Applications,application/vnd.recordare.musicxml+xml,.musicxml,IANA: Recordare Apps,application,.musicxml
Relax NG Compact Syntax,application/relax-ng-compact-syntax,.rnc,Relax NG,application,.rnc
RemoteDocs R-Viewer,application/vnd.data-vision.rdz,.rdz,IANA: Data-Vision,application,.rdz
Resource Description Framework,application/rdf+xml,.rdf,RFC 3870,application,.rdf
RetroPlatform Player,application/vnd.cloanto.rp9,.rp9,IANA: RetroPlatform Player,application,.rp9
RhymBox,application/vnd.jisp,.jisp,IANA: RhymBox,application,.jisp
Rich Text Format,application/rtf,.rtf,Wikipedia: Rich Text Format,application,.rtf
Rich Text Format (RTF),text/richtext,.rtx,Wikipedia: Rich Text Format,text,.rtx
ROUTE 66 Location Based Services,application/vnd.route66.link66+xml,.link66,IANA: ROUTE 66,application,.link66
RSS - Really Simple Syndication,application/rss+xml,".rss, .xml",Wikipedia: RSS,application,.rss
S Hexdump Format,application/shf+xml,.shf,RFC 4194,application,.shf
SailingTracker,application/vnd.sailingtracker.track,.st,IANA: SailingTracker,application,.st
Scalable Vector Graphics (SVG),image/svg+xml,.svg,Wikipedia: SVG,image,.svg
ScheduleUs,application/vnd.sus-calendar,.sus,IANA: ScheduleUs,application,.sus
Search/Retrieve via URL Response Format,application/sru+xml,.sru,RFC 6207,application,.sru
Secure Electronic Transaction - Payment,application/set-payment-initiation,.setpay,IANA: SET Payment,application,.setpay
Secure Electronic Transaction - Registration,application/set-registration-initiation,.setreg,IANA: SET Registration,application,.setreg
Secured eMail,application/vnd.sema,.sema,IANA: Secured eMail,application,.sema
Secured eMail,application/vnd.semd,.semd,IANA: Secured eMail,application,.semd
Secured eMail,application/vnd.semf,.semf,IANA: Secured eMail,application,.semf
SeeMail,application/vnd.seemail,.see,IANA: SeeMail,application,.see
Server Normal Format,application/x-font-snf,.snf,Wikipedia: Server Normal Format,application,.snf
Server-Based Certificate Validation Protocol - Validation Policies - Request,application/scvp-vp-request,.spq,RFC 5055,application,.spq
Server-Based Certificate Validation Protocol - Validation Policies - Response,application/scvp-vp-response,.spp,RFC 5055,application,.spp
Server-Based Certificate Validation Protocol - Validation Request,application/scvp-cv-request,.scq,RFC 5055,application,.scq
Server-Based Certificate Validation Protocol - Validation Response,application/scvp-cv-response,.scs,RFC 5055,application,.scs
Session Description Protocol,application/sdp,.sdp,RFC 2327,application,.sdp
Setext,text/x-setext,.etx,Wikipedia: Setext,text,.etx
SGI Movie,video/x-sgi-movie,.movie,SGI Facts,video,.movie
Shana Informed Filler,application/vnd.shana.informed.formdata,.ifm,IANA: Shana Informed Filler,application,.ifm
Shana Informed Filler,application/vnd.shana.informed.formtemplate,.itp,IANA: Shana Informed Filler,application,.itp
Shana Informed Filler,application/vnd.shana.informed.interchange,.iif,IANA: Shana Informed Filler,application,.iif
Shana Informed Filler,application/vnd.shana.informed.package,.ipk,IANA: Shana Informed Filler,application,.ipk
Sharing Transaction Fraud Data,application/thraud+xml,.tfi,RFC 5941,application,.tfi
Shell Archive,application/x-shar,.shar,Wikipedia: Shell Archie,application,.shar
Silicon Graphics RGB Bitmap,image/x-rgb,.rgb,RGB Image Format,image,.rgb
SimpleAnimeLite Player,application/vnd.epson.salt,.slt,IANA: SimpleAnimeLite Player,application,.slt
Simply Accounting,application/vnd.accpac.simply.aso,.aso,IANA: Simply Accounting,application,.aso
Simply Accounting - Data Import,application/vnd.accpac.simply.imp,.imp,IANA: Simply Accounting,application,.imp
SimTech MindMapper,application/vnd.simtech-mindmapper,.twd,IANA: SimTech MindMapper,application,.twd
Sixth Floor Media - CommonSpace,application/vnd.commonspace,.csp,IANA: CommonSpace,application,.csp
SMAF Audio,application/vnd.yamaha.smaf-audio,.saf,IANA: SMAF Audio,application,.saf
SMAF File,application/vnd.smaf,.mmf,IANA: SMAF File,application,.mmf
SMAF Phrase,application/vnd.yamaha.smaf-phrase,.spf,IANA: SMAF Phrase,application,.spf
SMART Technologies Apps,application/vnd.smart.teacher,.teacher,IANA: SMART Technologies Apps,application,.teacher
SourceView Document,application/vnd.svd,.svd,IANA: SourceView Document,application,.svd
SPARQL - Query,application/sparql-query,.rq,W3C SPARQL,application,.rq
SPARQL - Results,application/sparql-results+xml,.srx,W3C SPARQL,application,.srx
Speech Recognition Grammar Specification,application/srgs,.gram,W3C Speech Grammar,application,.gram
